Cleaned_Comment,Predicted_Sentiment
putin god know destiny mine one day going happen every one u question accomplished transient world whether well enjoyed life pray end near listen articulate description thought man okay ending day earth power flesh time earth brief moment let evil put fear heart love win love last eternal life,2.0
hypocrisy height ban news one side russia run self interest narrative play victim card world stop nonsense support russia defensive move russia removing autocratic govt ban medium country killing punishing people opinion trying use foreigner country men human shield creating rift world russia power corruption self interest praying peace two brother country,1.0
mention usa financed failed color revolution kazakhstan december,1.0
mention usa financed successful color revolution ukraine,0.0
putin allowing country russian people know done ukraine there freedom medium russia govt medium allowed continue evil lie,1.0
mention made ww promise nato would expand east,2.0
context lot distortion missing vital information,2.0
half explanation must must critical detail forget mention,0.0
largest war since ww everyone forget usa bombing serbia nato invastion eastern europe,0.0
dont spread lie,0.0
sure war mostly zelensky regime attacking land ppl,2.0
dont fuvk father rusnak,2.0
take ukraine know far west go thats start world war iii nato invoke article one nato country attacked nato country attacked,1.0
puttin act like built military weapon,2.0
funny everybody want sanction russia nobody sanctioned u invaded iraq without reason,0.0
man must put end war war put end man john f kennedy,1.0
vlad impaler,1.0
killed hundred protest clash,1.0
faf,1.0
im telling making big mistake sending nato troop using nato fighter jet drone stop russia take ukraine game rest europe need stop mean able follow threat nuclear war cabinet stop defeat ukrainian though power increase unstoppable stop air attack boot ground ukraine retreat,0.0
foundation geopolitics,0.0
also promised expand nato putivs war response nato refusing guarentee security n nuetrality ukraine ukraine russian n population speak russian native language r significant number regardless proportion forcing nato un would force ukraine divide n russia choose side,2.0
ukraine come heavy attack russia th day stop war please world economy bleeding,2.0
putin okay dont see problem,0.0
first year spanning pandemic likely still around time putin come make thing worse already gotta love poor state world right,1.0
vox highly disputed claim start,2.0
putin stile crimea winter olympics ukraine stopped water supply pukin trying punish,2.0
awful video shallow,0.0
wish war end soon supporting country either situation escalated war shouldve addressed earlier ukraine doesnt join nato peace side may b wrong felt like instead prolonging war ukraine accepts russian demand stop war immediately civilian one suffers country impose sanction russia sending arm ukraine say fight instead take lead arrange meeting btw two country put end situation,2.0
send ruble way zimbabwean dollar,2.0
nonsense war staged there footage anyone injured happening much le killed although everyone world video recorder phone math,1.0
putin nation dont bomb nation make make sense heartbreaking loser power,1.0
dont care cut heartbreaking people killed really need physical resource ukraine spite anxious praying peace heart go everyone affected,0.0
hey talk holodomor happened ukraine soviet union also maybe gulag archipelago aleksandr solzhenitsyn,2.0
putin need bomb kyiv,1.0
u took texas mexico dont even ask british irony,1.0
nato made counter ussr fell nato still existence kept expanding see closely like west made union nation counter single nation ideal america seen asked putin thought west russia joining nato told answer u president restrained bad see conflict nation share long cultural heritage even ukraine understand situation russia country always try protect sovereignty securityi know bad ukraine understand chaos european nation,1.0
war anything new world order,2.0
russia go ahead,0.0
