Comment,Like,Dislike
"Hi Vox, 
You forgot to mention that Russia had a Warshaw pact and dissolved it because the agreement was that NATO would dissolve theirs. NATO did not keep its word. That is a vital piece of information. Also, Russia warned to not expand further. 

Also, if Ukraine is a sovereign country, Cuba is one.",0,0
I'm sick of everybody covering this so one-sidedly I support Russia . They say Ukraine is Europe but they act Russian .,0,0
Nato should point all their nukes at russia and fire them all at once!,0,0
All these Russian military vehicles entering Ukraine without permission and not one traffic warden has stopped to give them tickets for illegal parking.,1,0
-------------- Blame DICTATOR PUTIN and leave from RUSSIA ..... embargo to RUSSIA -----------------------,0,0
"First time we hear Special operation, world know about operation Barborosa.",0,0
The west has divided the whole world and we all know China is next.,0,0
I'm sure yogoslavia was worst,2,0
Looks like a nuclear ☢️ war is brewing - Africa or New Zealand and South America look the safest places to take refuge.,0,0
Time to put Putins lights out.,1,0
This explains it all as clear as day and night just like a game of chess but at the end of the day the people will be the ones who suffer just because Russia feels threatened by the west especially if ukraine ever would have became a member of NATO,0,0
We love putin... And we support Russia.. One day USSR will come back 🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺,1,0
USA what about for Iraq and Vietnam and Lebanon and Cuba and Afghanistan,0,0
NATO shouldn't have expanded. Ukraine must stay out of any military alliances. Ukraine must be demilitarized and denazified.,1,0
We are in the 21st century and countries are still holding a grudge from the Cold War?!,0,0
RETURN ALL RUSSIAN TERRITORY. THE WORLD WILL HAVE PEACE. 🙏🙏🙏🙏,0,0
No war please 😔😔😔😔😔😔😔,0,0
This is one side story . Only 5% of information 👎🏿,1,0
imagine calling west Germany not influenced by the west,0,0
boggles my mind how everyone is allowing this to happen. Ashamed of my country (Australia) for not doing more.,0,0
"Ukraine 'steals gas owned by EU' says Russia

Dmitry Zhdannikov,Sabina Zawadzki

Saturday 03 January 2009 01:00",1,0
can we like get a whole series on netflix?,0,0
"Germany should take Austria....Austrians speak German........The Netherlands takes half of Belgium, France the other half.   Swiss can be devided also according the language spoken..... Luxembourg just is not a real country. Denmark now what to do with Denmark?",0,0
Russia is right America is as*hole !! Sympathy for Ukraine.,0,0
The silent majority will record that Putin saved Russia into HISTORY.,0,0
